HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,GS
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2RTQ6SVQ8H88Q76MVIFBYCI1RQ2O5W,A1AI8ENPXJCYXP,Approved,Sat Feb 09 13:37:31 PST 2013,Sat Feb 09 13:38:14 PST 2013,No,No,VLow,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,22LLB3L0FBJ9M5NZOWIEYE5RPK7XLY,ASQWJZMNPREVJ,Approved,Sat Feb 09 15:23:04 PST 2013,Sat Feb 09 15:23:41 PST 2013,Yes,No,Low,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2BDY58B727M0MXR0RQS61FSVFX0VAB,A8K6YL7N8RHYX,Approved,Sat Feb 09 17:43:42 PST 2013,Sat Feb 09 17:45:38 PST 2013,No given county,No,Neutral,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2QQQ4J3NAB6BJ3RVYBPIW1TJF6LRE9,A1ZBGI2ONCITZG,Approved,Sat Feb 09 18:50:45 PST 2013,Sat Feb 09 18:51:40 PST 2013,810188972,No,Low,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,22FQQ7Q67051U1O31ETTTC1XM9NWCO,A1OC6N0BYX1HF3,Approved,Sun Feb 10 09:13:24 PST 2013,Sun Feb 10 09:13:40 PST 2013,No,Yes,Neutral,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2KL2D5NQYN5F77CZQIKYPNCWY4YA6O,ACJXA9Z0CW3IH,Approved,Tue Feb 12 12:37:22 PST 2013,Tue Feb 12 12:38:20 PST 2013,Not,No,VHigh,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2ZOZ9RNDWIOV59J8XG4TJU13Y6TFU8,A3RNMSYRWACU2I,Approved,Tue Feb 12 14:36:37 PST 2013,Tue Feb 12 14:39:40 PST 2013,Not the same. Cannot see county and state below.,No,VHigh,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2626X3YOCCF0G6H072KIQIIXY9YRQA,A20RC8BRVTGDJE,Approved,Tue Feb 12 17:13:18 PST 2013,Tue Feb 12 17:14:59 PST 2013,,No,Neutral,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,22KCXKNQY2RCN1IJ9853KR0KUCE1Q0,A1SGC9I11RM0UV,Approved,Wed Feb 13 11:07:34 PST 2013,Wed Feb 13 11:08:14 PST 2013,8102029650,No,Neutral,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2DJY0LWSBRI8MBNI8708MHSTL570CR,A1KWFAKVXAOAVW,Approved,Wed Feb 13 18:13:50 PST 2013,Wed Feb 13 18:14:19 PST 2013,,Yes,VHigh,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2IDZ6R70G5R9CUKZD857ZSSTNSRP9H,A31DCF7XNH4IHZ,Approved,Thu Feb 14 07:12:36 PST 2013,Thu Feb 14 07:13:36 PST 2013,,No,High,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2DVFDEY5COW0PX3FDL3RILC6VH9U31,A2ZO2P05URCGC4,Approved,Thu Feb 14 07:32:13 PST 2013,Thu Feb 14 07:32:39 PST 2013,,No,Neutral,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,28U4E6AUBXHWWYJVVM0VEZWDRFCX14,A8WNS8Y12LPGO,Approved,Thu Feb 14 09:23:21 PST 2013,Thu Feb 14 09:24:20 PST 2013,,Yes,Neutral,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2E6GDHDM25L8MQZF6J8E26OE4KBOE9,A3DX5SKB7EDW6Z,Approved,Thu Feb 14 10:48:47 PST 2013,Thu Feb 14 10:52:27 PST 2013,8103127900,Yes,High,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,24PFCD45XCETRU433X9N6TGP4UPZXV,A337A4YV6S5LZG,Approved,Thu Feb 14 11:03:17 PST 2013,Thu Feb 14 11:03:29 PST 2013,,No,Low,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,2R8YQ4J3NAB6FWYVP1PYLT1TJ9SQDQ,A2Q4PMPZD7GTMX,Approved,Thu Feb 14 11:29:28 PST 2013,Thu Feb 14 11:29:36 PST 2013,,Yes,VHigh,Yes
2DJINMHGYQ4J74MRGO6MIFOY5G68LU,ReviewResearcherProfiles,12,24MU00OQKKA4MZ4O2FL2980EWURXXW,A1PO1SNNAZHZGW,Approved,Thu Feb 14 11:38:35 PST 2013,Thu Feb 14 11:39:01 PST 2013,,No,VHigh,Yes
